AAPL,Apple Computer,blue,solid
ADBE,Adobe Systems,red,solid
NTAP,NetApp,yellow,solid
MSFT,Microsoft Coproration,orange,solid
AMZN,Amazon,green,solid
TSLA,Tesla,navy,dashed
AVGO,Broadcom,black,dotted
